Total cashbook entries: 388

[0] ID: 01aeab4b-d903-465a-923f-d76e54899c62 | Date: 2026-03-18 | EntryType: ADJUSTMENT | D: 0 | C: 0 | BalAfter: 0.7 | ExtRef: null | ReqId: null | Status: ACCOUNTED | Desc: OPENING BALANCE (Reconciliation as of 2026-03-18)
[176] ID: 14856fc7-8bf9-4b14-b9a0-3e936dc9136d | Date: 2026-05-14 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 12122.17 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260514.0829.N22183
[177] ID: e10d47ae-215e-4b26-96c3-3a975f7e781f | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 12023.18 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2613401635
[178] ID: 3e0955cb-616c-448e-a930-cef30467dca8 | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 7205 | BalAfter: 4818.18 | ExtRef: null | ReqId: 775c839f-40fb-41f4-a9e3-5f7943b3858c | Status: DISBURSED | Desc: Disbursement for Requisition #775c839f / 2613401660
[179] ID: 1b24e7b5-507f-4b74-85cc-e9f82f03881f | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 2725 | BalAfter: 2093.18 | ExtRef: null | ReqId: fe06b379-118f-4f79-9f09-23305f8bf43f | Status: DISBURSED | Desc: Disbursement for Requisition #fe06b379 / 2613401740
[180] ID: 51c9216c-5ac6-4f53-a4e8-4481f5a26ad0 | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 58.5 | BalAfter: 2034.68 | ExtRef: null | ReqId: 143422c9-6fb6-4667-b4d0-46144d89df90 | Status: DISBURSED | Desc: Disbursement for Requisition #143422c9 / 2613401783
[181] ID: ca4147df-51c1-4147-98b1-94d5d424a7cc | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 461 | BalAfter: 1573.68 | ExtRef: null | ReqId: f9bbcd60-68ef-462e-b924-00e4f2470269 | Status: DISBURSED | Desc: Disbursement for Requisition #f9bbcd60 / 2613409951
[182] ID: e98ab9b1-df00-4c92-be6e-6fd7e383cf9e | Date: 2026-05-15 | EntryType: DISBURSEMENT | D: 0 | C: 310 | BalAfter: 1263.68 | ExtRef: null | ReqId: c059adf4-e4b2-4d55-87cd-6f7aaf55b6e1 | Status: DISBURSED | Desc: Disbursement for Requisition #c059adf4 / 2613501203
[183] ID: 319f8891-1d6c-4d5d-9277-71e2b83485df | Date: 2026-05-16 | EntryType: DISBURSEMENT | D: 0 | C: 108.5 | BalAfter: 1155.18 | ExtRef: null | ReqId: 73da493f-da0a-48b2-9bde-e9ac77e9be92 | Status: DISBURSED | Desc: Disbursement for Requisition #73da493f / 2613601794
[184] ID: 39012634-50be-411c-841b-85c06c635be1 | Date: 2026-05-16 | EntryType: DISBURSEMENT | D: 0 | C: 361 | BalAfter: 794.18 | ExtRef: null | ReqId: 5daca5ba-f427-4fb0-babe-5c91c6b4953b | Status: DISBURSED | Desc: Disbursement for Requisition #5daca5ba / 2613601823
[185] ID: 6c3cddb4-750e-44d0-a720-efaa9d0ffa23 | Date: 2026-05-17 | EntryType: DISBURSEMENT | D: 0 | C: 371 | BalAfter: 423.18 | ExtRef: null | ReqId: 5c41fb59-b4ad-4027-b78c-9e8b286b6594 | Status: DISBURSED | Desc: Disbursement for Requisition #5c41fb59 / 2613707016
[186] ID: 446d49a7-89cb-422a-bfa0-27c2cc5b4728 | Date: 2026-05-17 | EntryType: INFLOW | D: 5 | C: 0 | BalAfter: 428.18 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Stephen Kapambwe MP260517.2119.Y82410
[187] ID: 8eb13875-86ae-47a4-9eb9-0ec947c61fb6 | Date: 2026-05-17 | EntryType: DISBURSEMENT | D: 0 | C: 0.05 | BalAfter: 428.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 26137010966
[188] ID: d0e2429e-977f-473f-8cc3-17ab329d3dee | Date: 2026-05-19 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 10327.12 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260519.0839.G20941
[189] ID: 61052949-d116-4a84-b9a7-ba58692ecb60 | Date: 2026-05-19 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 10228.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2613901484
[190] ID: 89abc320-2dd4-46fb-8c6c-6312531a724a | Date: 2026-05-19 | EntryType: DISBURSEMENT | D: 0 | C: 3015 | BalAfter: 7213.13 | ExtRef: null | ReqId: 6855d352-637f-403d-887a-322ae7f53adf | Status: DISBURSED | Desc: Disbursement for Requisition #6855d352 / 2613901930
[191] ID: f7d8e4b0-7c92-401a-9207-1fa87f3f2bfa | Date: 2026-05-19 | EntryType: DISBURSEMENT | D: 0 | C: 2397 | BalAfter: 4816.13 | ExtRef: null | ReqId: 7da85d05-608c-4cdb-91f0-4204138a24ae | Status: DISBURSED | Desc: Disbursement for Requisition #7da85d05 / 2613901981
[192] ID: b337ef50-72f0-41f2-a0f5-33c3355117db | Date: 2026-05-19 | EntryType: DISBURSEMENT | D: 0 | C: 1765 | BalAfter: 3051.13 | ExtRef: null | ReqId: 15f838ad-ec5d-40a0-aae4-b3d4335e8958 | Status: DISBURSED | Desc: Disbursement for Requisition #15f838ad / 2613903224
[193] ID: e526617d-85e8-4650-8a99-62a4fe228ab2 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 376 | BalAfter: 2675.13 | ExtRef: null | ReqId: 267c9fc7-e2b0-4f46-9c7e-8069b5015ed9 | Status: DISBURSED | Desc: Disbursement for Requisition #267c9fc7 / 2614001206
[194] ID: 9b728dd6-f6f5-4d0c-9ec7-3f36c4ded890 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 411 | BalAfter: 2264.13 | ExtRef: null | ReqId: 50b36406-e7ad-4c67-b195-0de792f1961e | Status: DISBURSED | Desc: Disbursement for Requisition #50b36406 / 2614001867
[195] ID: 53734522-a869-4f03-9b8e-3c49406e83b3 | Date: 2026-05-20 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 12163.12 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260520.1150.B49988
[196] ID: 29ef64c4-a541-4843-b509-879405757ff0 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 12064.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2614003247
[197] ID: a79ba807-08c5-4480-a2b9-4a3230c87228 | Date: 2026-05-20 | EntryType: INFLOW | D: 10000 | C: 0 | BalAfter: 22064.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Funding moneywise from masterfees / 2614003272
[198] ID: 14f9609e-57be-48f2-98fc-b5031fc8d47c | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 100 | BalAfter: 21964.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2614003273
[199] ID: 156b4b2b-51de-47aa-848b-bf1a1ce89497 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 4128 | BalAfter: 17836.13 | ExtRef: null | ReqId: da71773c-4371-48b8-afcd-4c3306631eba | Status: DISBURSED | Desc: Disbursement for Requisition #da71773c / 2614003319
[200] ID: 5366fa8c-739d-4012-b282-5ddca4c76d3b | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 6295 | BalAfter: 11541.13 | ExtRef: null | ReqId: d7d3fd6f-b6ed-4897-83f1-e17aed0e5341 | Status: DISBURSED | Desc: Disbursement for Requisition #d7d3fd6f / 2614003402
[201] ID: 75980047-d87f-4626-bc2f-031a379a72d1 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 185 | BalAfter: 11356.13 | ExtRef: null | ReqId: 4731592a-2350-4d07-9e3a-621561e479af | Status: DISBURSED | Desc: Disbursement for Requisition #4731592a / 2614003898
[202] ID: cd229d57-9ab6-4800-aee5-ae30340dd39a | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 3015 | BalAfter: 8341.13 | ExtRef: null | ReqId: ba809161-ffac-4d5d-9022-9d6b7120ec8a | Status: DISBURSED | Desc: Disbursement for Requisition #ba809161 / 2614004634
[203] ID: 2c312533-314f-47bf-8b8a-039bb0b86c6b | Date: 2026-05-20 | EntryType: INFLOW | D: 15000 | C: 0 | BalAfter: 23341.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Projects Twalumbu / 2614004874
[204] ID: 993457a5-3189-47ff-b966-6330dec7b461 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 150 | BalAfter: 23191.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2614004875
[205] ID: 0b968841-f673-455f-8b9a-7a87e5b152ab | Date: 2026-05-20 | EntryType: INFLOW | D: 5000 | C: 0 | BalAfter: 28191.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: transferred from masterfees
[206] ID: 564350b0-5a1e-4761-bf15-6b0b1c803392 | Date: 2026-05-20 | EntryType: DISBURSEMENT | D: 0 | C: 15020 | BalAfter: 13171.13 | ExtRef: null | ReqId: 132cc514-3972-4c5d-a26e-19afc1a5512a | Status: DISBURSED | Desc: Projects Twalumbu Pitch / 2614004881
[207] ID: 2f3cf47d-8049-4dc3-bfdc-7b0d0697b933 | Date: 2026-05-21 | EntryType: DISBURSEMENT | D: 0 | C: 511 | BalAfter: 12660.13 | ExtRef: null | ReqId: 01d609af-c589-453e-8c80-0f66c67de64a | Status: DISBURSED | Desc: Disbursement for Requisition #01d609af / 2614104525
[208] ID: 42ee20bf-58b9-4be1-acbf-ec8435c8dfcc | Date: 2026-05-22 | EntryType: DISBURSEMENT | D: 0 | C: 523 | BalAfter: 12137.13 | ExtRef: null | ReqId: 3620c044-0fb5-47b9-9732-af95d323eb9d | Status: DISBURSED | Desc: Disbursement for Requisition #3620c044 / 2614201404
[209] ID: b2dea7a3-9b33-4c2d-a83d-a0d46838b40b | Date: 2026-05-22 | EntryType: DISBURSEMENT | D: 0 | C: 7020 | BalAfter: 5117.13 | ExtRef: null | ReqId: fc6b2a3d-1891-4c2e-a89d-b4fa527f3cf8 | Status: DISBURSED | Desc: Disbursement for Requisition #fc6b2a3d / 2614202994
[210] ID: 299c64e4-7e58-45f6-8d8c-ab0fa9e4c224 | Date: 2026-05-22 | EntryType: DISBURSEMENT | D: 0 | C: 108.5 | BalAfter: 5008.63 | ExtRef: null | ReqId: afdb8d5b-ad29-41a0-b741-a0d82115b887 | Status: DISBURSED | Desc: Disbursement for Requisition #afdb8d5b / 2614203071
[211] ID: a3e0b909-76e5-4f0d-9677-6fd5d5008371 | Date: 2026-05-22 | EntryType: INFLOW | D: 15000 | C: 0 | BalAfter: 20008.63 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Transfering money to moneywise for Mrs Acheta's loan / 2614203215
[212] ID: 6d46fc7b-7644-43dc-ac02-a88c437514e7 | Date: 2026-05-22 | EntryType: DISBURSEMENT | D: 0 | C: 150 | BalAfter: 19858.63 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2614203216
[213] ID: 2522e795-3a8e-4193-9939-66759870171b | Date: 2026-05-22 | EntryType: DISBURSEMENT | D: 0 | C: 15025 | BalAfter: 4833.63 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Loan to Mrs Carol Acheta / 2614203239
[214] ID: 5f07b5ef-3689-4f2f-861e-6f4fd814c4e7 | Date: 2026-05-23 | EntryType: DISBURSEMENT | D: 0 | C: 158.5 | BalAfter: 4675.13 | ExtRef: null | ReqId: 8bb21098-acaf-44bf-9b70-7f4e9c77253a | Status: DISBURSED | Desc: Disbursement for Requisition #8bb21098 / 2614303233
[215] ID: 92ed47c7-1b48-4bfb-9cec-06d11608c6e8 | Date: 2026-05-24 | EntryType: DISBURSEMENT | D: 0 | C: 319 | BalAfter: 4356.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Excess Disbursement for Req #da71773c / 2614409156
[216] ID: 63b1ccae-eb8f-4083-9717-4614d6e53c2b | Date: 2026-05-25 | EntryType: DISBURSEMENT | D: 0 | C: 3128 | BalAfter: 1228.13 | ExtRef: null | ReqId: 112a77b6-f76f-4d9a-9e8d-98fd3671dc8d | Status: DISBURSED | Desc: Disbursement for Requisition #112a77b6 / 2614504327
[217] ID: 3890300d-54cc-452c-88db-1159701e4ead | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 13.5 | BalAfter: 1214.63 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Payroll for Stephen Kapambwe / 2614601131
[218] ID: 52210127-5e1e-4314-b96f-41763ac1e602 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 13.5 | BalAfter: 1201.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Payroll for Moses Kalunga / 2614601132
[219] ID: 92b08e50-1cfe-41df-9706-1bcf3d0ca238 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 13.5 | BalAfter: 1187.63 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Payroll for Modern Chaida / 2614601133
[220] ID: d1b3eb19-9582-488e-a576-e788aa82a1b9 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 58.5 | BalAfter: 1129.13 | ExtRef: null | ReqId: 6cbe76e4-d988-40a2-83ec-093571e9aea0 | Status: DISBURSED | Desc: Disbursement for Requisition #6cbe76e4 / 2614601163
[221] ID: 8e1422f5-26bc-4653-920e-ac1fe4fb1ecb | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 532 | BalAfter: 597.13 | ExtRef: null | ReqId: 762f41cc-8c6c-4b25-8a0f-cd31b87f6efc | Status: DISBURSED | Desc: Disbursement for Requisition #762f41cc / 2614601568
[222] ID: 782e9ded-e549-4bc7-b40c-6a9b95144a34 | Date: 2026-05-26 | EntryType: INFLOW | D: 8080.81 | C: 0 | BalAfter: 8677.94 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Library books | Ref: DEP-1779785872863-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[223] ID: ce13b05a-29ba-4e8a-a4f7-ee6bd2548f7e | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 80.81 | BalAfter: 8597.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: MoneyWise Charge
[224] ID: 4fdef067-eb28-4a67-b233-3524e44f0c18 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 7029 | BalAfter: 1568.13 | ExtRef: null | ReqId: f4140a34-214e-4289-bc12-860d6503694b | Status: DISBURSED | Desc: Disbursement for Requisition #f4140a34 / 2614603394
[225] ID: c2e4aa23-3508-4bdb-856c-95dfbda2fe8f | Date: 2026-05-26 | EntryType: INFLOW | D: 1727.27 | C: 0 | BalAfter: 3295.4 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Canteen cash sales on 26th May, 2026. Total sales is K1,710. | Ref: DEP-1779793091644-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[226] ID: bc455b7d-8f6b-41df-9714-4d71a26a383c | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 17.27 | BalAfter: 3278.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: MoneyWise Charge
[227] ID: b61b1f65-4a2f-4550-b9fb-d2241ce44819 | Date: 2026-05-26 | EntryType: INFLOW | D: 2373.74 | C: 0 | BalAfter: 5651.87 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Culture day fundraising. Total money collected is K2,450. Deposit reduced due to money wise transaction fees. | Ref: DEP-1779793724823-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[228] ID: 174152ae-9193-47ea-9a84-df4063651b17 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 23.74 | BalAfter: 5628.13 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: MoneyWise Charge
[229] ID: fe1fd4f9-5883-448e-a643-d5ad9292e364 | Date: 2026-05-26 | EntryType: INFLOW | D: 15000 | C: 0 | BalAfter: 20628.13 | ExtRef: null | ReqId: null | Status: UNACCOUNTED | Desc: Transfer to moneywise for operations / 2614604885
[230] ID: 72104ff0-1f26-4b8e-9601-4f09d5798b1e | Date: 2026-05-26 | EntryType: ADJUSTMENT | D: 0 | C: 150 | BalAfter: 20478.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[231] ID: 7f73927b-6f07-43d8-8159-b9f0f81f7812 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 15025 | BalAfter: 5453.13 | ExtRef: null | ReqId: 3cfd1122-cf2e-4529-aeb3-50c017b3d018 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #3cfd1122
[232] ID: 9c6ad43e-e049-473d-b7a5-5c0616b13ca2 | Date: 2026-05-26 | EntryType: DISBURSEMENT | D: 0 | C: 210 | BalAfter: 5243.13 | ExtRef: null | ReqId: d4a59ff2-aa57-4543-a299-0f563213c431 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #d4a59ff2
[233] ID: f7bfdf6e-f945-4aa4-a741-c3ed6a9a8139 | Date: 2026-05-27 | EntryType: DISBURSEMENT | D: 0 | C: 2815 | BalAfter: 2428.13 | ExtRef: null | ReqId: 4044600f-ab59-4099-b21b-ebad1424b63c | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #4044600f
[234] ID: c2339a73-ca48-44f3-a84a-e9575dc6d2ac | Date: 2026-05-27 | EntryType: DISBURSEMENT | D: 0 | C: 1012 | BalAfter: 1416.13 | ExtRef: null | ReqId: a436bb42-090c-4342-a3bc-6238c2470aff | Status: DISBURSED | Desc: AIRTEL disbursed for Requisition #a436bb42
[235] ID: 8e743d58-3b27-440d-9400-3eaa6af8a7c7 | Date: 2026-05-27 | EntryType: INFLOW | D: 505.05 | C: 0 | BalAfter: 1921.18 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: soccer balls | Ref: DEP-1779865204978-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[236] ID: 5605d5ae-c92b-4fa7-ac4d-8dc581d7572d | Date: 2026-05-27 | EntryType: ADJUSTMENT | D: 0 | C: 5.05 | BalAfter: 1916.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[237] ID: f04dba20-8f31-41ed-a94d-e53524a808ad | Date: 2026-05-27 | EntryType: INFLOW | D: 300 | C: 0 | BalAfter: 0 | ExtRef: null | ReqId: null | Status: PENDING | Desc: PENDING_INTENT: Centr registration Top up | Ref: DEP-1779876535616-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[238] ID: f855d0e4-ad1f-4a69-9cbf-b3dcc546f663 | Date: 2026-05-27 | EntryType: INFLOW | D: 300 | C: 0 | BalAfter: 0 | ExtRef: null | ReqId: null | Status: PENDING | Desc: PENDING_INTENT: Centre registration Top up | Ref: DEP-1779876545917-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[239] ID: 30350b80-57c0-4e3c-9a92-c217622592d9 | Date: 2026-05-27 | EntryType: INFLOW | D: 202.02 | C: 0 | BalAfter: 2118.15 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Centre registration Top up | Ref: DEP-1779876712912-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[240] ID: cd8751e1-756e-497c-b95c-a0285fcc2b36 | Date: 2026-05-27 | EntryType: ADJUSTMENT | D: 0 | C: 2.02 | BalAfter: 2116.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[241] ID: 690c47db-4a69-43eb-9607-764f9c6cb6f0 | Date: 2026-05-27 | EntryType: DISBURSEMENT | D: 0 | C: 88.5 | BalAfter: 2027.63 | ExtRef: null | ReqId: bab509d5-c376-44b6-a770-fbb66f6b6c16 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #bab509d5
[242] ID: e9c78f0e-2742-4326-8443-8231454750b6 | Date: 2026-05-27 | EntryType: DISBURSEMENT | D: 0 | C: 1995 | BalAfter: 32.63 | ExtRef: null | ReqId: 0a9cfe51-d48b-4ea8-bf1b-f0455371ceda | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #0a9cfe51
[243] ID: 2b856a2e-3753-4a9b-bb73-729444cb9c05 | Date: 2026-05-27 | EntryType: INFLOW | D: 1900 | C: 0 | BalAfter: 0 | ExtRef: null | ReqId: null | Status: PENDING | Desc: PENDING_INTENT: Canteen Revenue | Ref: DEP-1779883617338-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[244] ID: b9959097-e34f-4a8d-bf43-967fe1c76b3e | Date: 2026-05-27 | EntryType: INFLOW | D: 1818.18 | C: 0 | BalAfter: 1850.81 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Canteen Revenue | Ref: DEP-1779883679842-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[245] ID: bff2c8dd-2f8e-445a-9433-36751ce51a50 | Date: 2026-05-27 | EntryType: ADJUSTMENT | D: 0 | C: 18.18 | BalAfter: 1832.63 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[246] ID: 8d6dcb44-7038-4119-bb4c-fa81ccae9e58 | Date: 2026-05-27 | EntryType: DISBURSEMENT | D: 0 | C: 1315 | BalAfter: 517.63 | ExtRef: null | ReqId: ca0df5a1-fc33-4ee7-8f0d-46938bea8cf2 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #ca0df5a1
[247] ID: a9372e26-bba2-48ca-bd1d-1d261b359e70 | Date: 2026-05-27 | EntryType: INFLOW | D: 505.05 | C: 0 | BalAfter: 1022.68 | ExtRef: 6d9fbd97-ce01-409a-8e5e-813017afb484 | ReqId: null | Status: UNACCOUNTED | Desc: LILLIAN MUBIANA MP260527.0900.E62405
[248] ID: 973a456c-c443-4d89-a30b-5c4d2c773aff | Date: 2026-05-27 | EntryType: ADJUSTMENT | D: 0 | C: 5.05 | BalAfter: 1017.63 | ExtRef: 6d9fbd97-ce01-409a-8e5e-813017afb484-fee | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[249] ID: 3cebd8a0-1ee9-479f-aaec-a13aa32822e0 | Date: 2026-05-27 | EntryType: INFLOW | D: 202.02 | C: 0 | BalAfter: 1219.65 | ExtRef: 98488435-152f-41bb-9ad0-0d76814c04f2 | ReqId: null | Status: UNACCOUNTED | Desc: LILLIAN MUBIANA MP260527.1212.J97923
[250] ID: d60e8654-0ec7-4ac9-bb33-2c9a61c3637c | Date: 2026-05-27 | EntryType: ADJUSTMENT | D: 0 | C: 2.02 | BalAfter: 1217.63 | ExtRef: 98488435-152f-41bb-9ad0-0d76814c04f2-fee | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[251] ID: 6c994abe-3280-49f4-b81a-ff29f904977b | Date: 2026-05-27 | EntryType: INFLOW | D: 1818.18 | C: 0 | BalAfter: 3035.81 | ExtRef: 1512e5c1-a3c2-4aa6-af1a-202c73bb931c | ReqId: null | Status: UNACCOUNTED | Desc: LILLIAN MUBIANA MP260527.1408.I18669
[252] ID: 94741cb4-8eb0-40df-8c29-b28cea8965a5 | Date: 2026-05-27 | EntryType: ADJUSTMENT | D: 0 | C: 18.18 | BalAfter: 3017.63 | ExtRef: 1512e5c1-a3c2-4aa6-af1a-202c73bb931c-fee | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[253] ID: ad41d6be-0b71-4fa6-b2f9-2717dd29a730 | Date: 2026-05-28 | EntryType: INFLOW | D: 2525.25 | C: 0 | BalAfter: 5542.88 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Canteen sales | Ref: DEP-1779947402721-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[254] ID: 5ed0649c-6ccd-403c-af10-49e2b340a32f | Date: 2026-05-28 | EntryType: ADJUSTMENT | D: 0 | C: 25.25 | BalAfter: 5517.63 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[255] ID: a876b4a8-0823-4797-a6ab-3ea9979848ea | Date: 2026-05-28 | EntryType: DISBURSEMENT | D: 0 | C: 2050 | BalAfter: 3467.63 | ExtRef: null | ReqId: 05a58c31-881d-4248-be51-bd7271623830 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #05a58c31
[256] ID: 7c5ecc0a-e90e-4cf7-806c-4e3fadaa55f8 | Date: 2026-05-28 | EntryType: DISBURSEMENT | D: 0 | C: 210 | BalAfter: 3257.63 | ExtRef: null | ReqId: 2490638f-e3c5-43f1-8665-383c7212b350 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #2490638f
[257] ID: c923701a-7704-4341-856e-ad0e22018305 | Date: 2026-05-28 | EntryType: DISBURSEMENT | D: 0 | C: 195 | BalAfter: 3062.63 | ExtRef: null | ReqId: 055c6b15-4886-427a-b2e9-85e36593a4ef | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #055c6b15
[258] ID: 97d625ec-e8d6-4778-a964-505b6aca641f | Date: 2026-05-28 | EntryType: DISBURSEMENT | D: 0 | C: 158.5 | BalAfter: 2904.13 | ExtRef: null | ReqId: 33be5c38-a882-41b0-a661-629fcf8105c2 | Status: DISBURSED | Desc: MONEYWISE_WALLET disbursed for Requisition #33be5c38
[259] ID: 480ff920-18e2-47e2-9df5-f4ebee251553 | Date: 2026-05-28 | EntryType: INFLOW | D: 1.01 | C: 0 | BalAfter: 2905.14 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Trial Deposit - Sundry income | Ref: DEP-1779963811218-2af6bb1a-626c-474e-a9de-b9414967ddd0-e359c84e-b42b-4b0a-b422-a2074d87d83a
[260] ID: 5c956e26-bb55-4c62-9556-5998db80f933 | Date: 2026-05-28 | EntryType: ADJUSTMENT | D: 0 | C: 0.01 | BalAfter: 2905.13 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: MoneyWise Charge
[261] ID: f372dca8-4c22-4603-9d73-e0e41739ff3f | Date: 2026-05-28 | EntryType: INFLOW | D: 133100 | C: 0 | BalAfter: 136005.13 | ExtRef: null | ReqId: null | Status: UNACCOUNTED | Desc: Masterfees transfer received | Ref: 2614804193
[262] ID: cefd33e2-29c8-49be-9600-51442e8b57c7 | Date: 2026-05-28 | EntryType: DISBURSEMENT | D: 0 | C: 126329.13 | BalAfter: 9676 | ExtRef: null | ReqId: a2aa4083-63ba-4b43-bbe1-4aa604b6c8d5 | Status: DISBURSED | Desc: Batch Payroll payout for Requisition #a2aa4083 (39 employees)
