Total entries fetched: 271

========================================
Account: CASH_e359c84e-b42b-4b0a-b422-a2074d87d83a (25 entries)
========================================
[0] ID: 9a5f7ca2-2d91-436a-8956-b45637ad30e9 | Date: 2026-02-26 | CreatedAt: 2026-02-27T08:42:02.109042+00:00 | Type: ADJUSTMENT | Deb: 2510.5 | Cred: 0 | BalAfter: 2510.5 | Desc: Closing Adjustment (Surplus): 
[152] ID: dd5b3d63-5afa-4e05-9e32-16c64132cff6 | Date: 2026-05-04 | CreatedAt: 2026-05-04T10:52:58.934853+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 8920 | BalAfter: -293244.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #6ac78d
[153] ID: 124959b5-0bce-4357-b623-a097363885c4 | Date: 2026-05-04 | CreatedAt: 2026-05-04T10:55:51.789397+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 310 | BalAfter: -293554.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #c57d48
[154] ID: 00eae022-2944-4036-b028-28c5619e9ce4 | Date: 2026-05-05 | CreatedAt: 2026-05-05T06:35:17.635015+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 361 | BalAfter: -293915.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #c5286c
[155] ID: 7ecc9cea-726a-4348-ad22-0018106f883e | Date: 2026-05-05 | CreatedAt: 2026-05-05T06:41:40.520757+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -284016.43 | Desc: A deposit of K9,898.99 has been successfully depos
[156] ID: f67ffb11-3b64-4b23-aa44-a623f0977432 | Date: 2026-05-05 | CreatedAt: 2026-05-05T06:41:41.243823+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -284115.42 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[157] ID: 9cd158b9-ece8-4fb9-80b9-843ba1fdf648 | Date: 2026-05-05 | CreatedAt: 2026-05-05T07:10:20.737751+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3118 | BalAfter: -287233.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #1dcc20
[158] ID: e2589dfb-bda9-44fd-a564-f24e23b9ffe0 | Date: 2026-05-05 | CreatedAt: 2026-05-05T16:06:14.99156+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1465 | BalAfter: -288698.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #712b8b
[159] ID: f4c7b199-1c44-44ce-8f0f-7adb5969d7e4 | Date: 2026-05-06 | CreatedAt: 2026-05-06T11:51:57.302308+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 528 | BalAfter: -289226.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #ca8b2f
[160] ID: e391375f-06db-47a6-96ce-8f9df6cf5ea5 | Date: 2026-05-07 | CreatedAt: 2026-05-07T07:13:42.472713+00:00 | Type: INFLOW | Deb: 1010.1 | Cred: 0 | BalAfter: -288216.32 | Desc: A deposit of K1,010.10 has been successfully depos
[161] ID: 30bd9d3a-1a95-4db7-b737-8554d6213f91 | Date: 2026-05-07 | CreatedAt: 2026-05-07T07:13:43.225095+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 10.1 | BalAfter: -288226.42 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[162] ID: a81e8e38-d523-47b0-ab3e-f6d15c518dca | Date: 2026-05-08 | CreatedAt: 2026-05-09T11:06:03.762005+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 747 | BalAfter: -288973.42 | Desc: AIRTEL disbursed for Requisition #25E2AFCC
[163] ID: 54362eee-1f9c-4225-b638-ff4a38c050a4 | Date: 2026-05-09 | CreatedAt: 2026-05-09T11:49:28.151046+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 5018 | BalAfter: -293991.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #23f7ff
[164] ID: 064eda85-1630-4c58-8b76-e5d3f4879a63 | Date: 2026-05-11 | CreatedAt: 2026-05-11T05:56:23.929819+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -284092.43 | Desc: A deposit of K9,898.99 has been successfully depos
[165] ID: 5615698f-894d-4642-bec7-ebb1a48b0ac5 | Date: 2026-05-11 | CreatedAt: 2026-05-11T05:56:24.680651+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -284191.42 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[166] ID: 1c8b33f0-604c-43af-ae48-cf85c6c8ed15 | Date: 2026-05-11 | CreatedAt: 2026-05-11T14:22:18.44424+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -274292.43 | Desc: A deposit of K9,898.99 has been successfully depos
[167] ID: cbc47c63-02c0-4a14-918d-7b2a5487f977 | Date: 2026-05-11 | CreatedAt: 2026-05-11T14:22:19.605199+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -274391.42 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[168] ID: 340a0874-0676-49c7-952b-4cc66ce2d90b | Date: 2026-05-11 | CreatedAt: 2026-05-11T14:23:26.938884+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 310 | BalAfter: -274701.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #8c2677
[169] ID: aba9d871-8e72-4665-a93c-d8fc69468c7f | Date: 2026-05-12 | CreatedAt: 2026-05-12T06:57:12.527257+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 762 | BalAfter: -275463.42 | Desc: MONEYWISE_WALLET disbursed for Requisition #a34c5f
[170] ID: 0a0b06f5-071d-4e95-9829-66d3d323a04a | Date: 2026-05-12 | CreatedAt: 2026-05-12T11:49:10.806404+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 4374.6 | BalAfter: -279838.02 | Desc: MONEYWISE_WALLET disbursed for Requisition #274893
[171] ID: f6f082fd-9c8b-483d-a88e-d512c04efec5 | Date: 2026-05-12 | CreatedAt: 2026-05-12T11:50:06.058107+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 4375 | BalAfter: -284213.02 | Desc: MONEYWISE_WALLET disbursed for Requisition #5af084
[172] ID: 5a215935-ce4c-4ba7-9116-330ee4772689 | Date: 2026-05-12 | CreatedAt: 2026-05-12T11:51:15.222645+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 4375 | BalAfter: -288588.02 | Desc: MONEYWISE_WALLET disbursed for Requisition #17cf6a
[173] ID: d3f40d95-16de-4640-b288-7b4a52af0c19 | Date: 2026-05-12 | CreatedAt: 2026-05-12T11:52:06.57755+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2310 | BalAfter: -290898.02 | Desc: MONEYWISE_WALLET disbursed for Requisition #e4a5e4
[174] ID: 6d9a02f1-bd48-485b-8c8d-f9ca657cb93c | Date: 2026-05-14 | CreatedAt: 2026-05-14T04:51:08.487982+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 153.5 | BalAfter: -291051.52 | Desc: AIRTEL disbursed for Requisition #1078898d
[175] ID: a58bda53-4afe-46a1-96d4-ce5f55f870d9 | Date: 2026-05-14 | CreatedAt: 2026-05-14T06:19:08.710549+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1012 | BalAfter: -292063.52 | Desc: AIRTEL disbursed for Requisition #f1ccb4c1
[176] ID: 16ab36e4-737c-48ea-a9f8-25aa7b882192 | Date: 2026-05-14 | CreatedAt: 2026-05-14T06:29:35.494674+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -282164.53 | Desc: A deposit of K9,898.99 has been successfully depos
[177] ID: 4481c6e0-fa81-425a-8426-ba8af11f02a7 | Date: 2026-05-14 | CreatedAt: 2026-05-14T06:29:36.184915+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -282263.52 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[178] ID: e2d5496e-a2df-4c67-8556-405c689462ab | Date: 2026-05-14 | CreatedAt: 2026-05-14T06:33:32.765278+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 7205 | BalAfter: -289468.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #775c83
[179] ID: 66a2c59d-e156-4263-9292-8e4e95c64923 | Date: 2026-05-14 | CreatedAt: 2026-05-14T06:43:46.929606+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2725 | BalAfter: -292193.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #fe06b3
[180] ID: 91ae1939-2363-4c73-b2eb-336b4d03f446 | Date: 2026-05-14 | CreatedAt: 2026-05-14T06:48:07.724594+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 58.5 | BalAfter: -292252.02 | Desc: AIRTEL disbursed for Requisition #143422c9
[181] ID: bd521f5c-c1e8-41f7-b8c9-6aaa92915ecc | Date: 2026-05-14 | CreatedAt: 2026-05-14T19:17:33.282366+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 461 | BalAfter: -292713.02 | Desc: AIRTEL disbursed for Requisition #f9bbcd60
[182] ID: b8d3e2de-086b-4688-932a-278686f2eeaa | Date: 2026-05-15 | CreatedAt: 2026-05-15T06:04:28.975607+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 310 | BalAfter: -293023.02 | Desc: AIRTEL disbursed for Requisition #c059adf4
[183] ID: b17bfd62-1563-4b98-85e8-01d95db82c01 | Date: 2026-05-16 | CreatedAt: 2026-05-16T06:37:09.244447+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 108.5 | BalAfter: -293131.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #73da49
[184] ID: f021bb65-c440-4821-a11f-9d2429d85d9e | Date: 2026-05-16 | CreatedAt: 2026-05-16T06:40:44.340173+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 361 | BalAfter: -293492.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #5daca5
[185] ID: 39e36131-d1b2-4acc-8212-b973d80db0f9 | Date: 2026-05-17 | CreatedAt: 2026-05-17T14:03:13.966572+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 366 | BalAfter: -293858.52 | Desc: Voucher PV-REQ-2026-0154 (Actual for Req #5c41fb59
[186] ID: 107c85c8-3b67-4fdc-9a2c-349a6f4c8bb0 | Date: 2026-05-19 | CreatedAt: 2026-05-19T06:39:52.967542+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -283959.53 | Desc: A deposit of K9,898.99 has been successfully depos
[187] ID: c5d7114e-5b1f-434f-89e0-bdd095536916 | Date: 2026-05-19 | CreatedAt: 2026-05-19T06:39:53.667608+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -284058.52 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[188] ID: b2af3e12-1c43-46b1-b6ba-fa9ef8595b42 | Date: 2026-05-19 | CreatedAt: 2026-05-19T07:31:05.887132+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3015 | BalAfter: -287073.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #6855d3
[189] ID: 5d6bc292-aef4-42ee-b119-f2c552b37f0e | Date: 2026-05-19 | CreatedAt: 2026-05-19T07:39:00.285756+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2397 | BalAfter: -289470.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #7da85d
[190] ID: f5c56b12-8288-4426-bcd8-822817900d1a | Date: 2026-05-19 | CreatedAt: 2026-05-19T09:40:10.095284+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1765 | BalAfter: -291235.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #15f838
[191] ID: 1b496d88-e117-48db-9cf2-bf3de0006eb1 | Date: 2026-05-20 | CreatedAt: 2026-05-20T06:16:40.486898+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 376 | BalAfter: -291611.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #267c9f
[192] ID: 12acfdf7-6f07-43b2-a27b-ff875e557c7e | Date: 2026-05-20 | CreatedAt: 2026-05-20T07:44:39.014639+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 411 | BalAfter: -292022.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #50b364
[193] ID: 94f215e1-fdd7-437c-bf4e-4b8e4c81a28f | Date: 2026-05-20 | CreatedAt: 2026-05-20T09:51:44.79498+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -282123.53 | Desc: A deposit of K9,898.99 has been successfully depos
[194] ID: ae09d5bc-0ef7-47be-819f-c05c626274db | Date: 2026-05-20 | CreatedAt: 2026-05-20T09:51:45.487784+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -282222.52 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[195] ID: b59dd91b-cd5d-4414-9799-3709bf869f8b | Date: 2026-05-20 | CreatedAt: 2026-05-20T09:57:19.71502+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 4447 | BalAfter: -286669.52 | Desc: Voucher PV-REQ-2026-0163 (Actual for Req #da71773c
[196] ID: c0022d86-0f58-41b6-8ab0-6e5338dc5b63 | Date: 2026-05-20 | CreatedAt: 2026-05-20T09:57:57.237874+00:00 | Type: INFLOW | Deb: 10000 | Cred: 0 | BalAfter: -276669.52 | Desc: A deposit of K10,000.00 has been successfully depo
[197] ID: afe10b09-9fb1-4b90-9380-f68e73276e9f | Date: 2026-05-20 | CreatedAt: 2026-05-20T09:57:58.967587+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 100 | BalAfter: -276769.52 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[198] ID: d976e470-a38a-4531-b9f6-fb03fa56c34c | Date: 2026-05-20 | CreatedAt: 2026-05-20T10:06:43.681315+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 6295 | BalAfter: -283064.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #d7d3fd
[199] ID: f1337b6b-1db2-48ce-b815-8ba80e5a6733 | Date: 2026-05-20 | CreatedAt: 2026-05-20T10:50:35.525368+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 185 | BalAfter: -283249.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #473159
[200] ID: 8fe2378e-652d-4a96-b4a2-178d576edc03 | Date: 2026-05-20 | CreatedAt: 2026-05-20T11:54:11.793403+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3015 | BalAfter: -286264.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #ba8091
[201] ID: f6dca12e-564d-4453-accd-903f8c1cb872 | Date: 2026-05-20 | CreatedAt: 2026-05-20T14:20:00+00:00 | Type: INFLOW | Deb: 15000 | Cred: 0 | BalAfter: -271264.52 | Desc: Projects Twalumbu / 2614004874
[202] ID: 51ad1c60-a8f7-4bdc-aded-429fd327d871 | Date: 2026-05-21 | CreatedAt: 2026-05-21T12:20:27.181296+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 511 | BalAfter: -271775.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #01d609
[203] ID: a5f8f068-c721-4ffb-af09-ee659fc57844 | Date: 2026-05-22 | CreatedAt: 2026-05-22T06:47:24.62384+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 523 | BalAfter: -272298.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #3620c0
[204] ID: 0ac52346-b481-4cc5-9d4d-b4a126519dc3 | Date: 2026-05-22 | CreatedAt: 2026-05-22T09:47:53.882329+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 7020 | BalAfter: -279318.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #fc6b2a
[205] ID: 01ea77d4-128c-4563-b7be-d154d5dd17a4 | Date: 2026-05-22 | CreatedAt: 2026-05-22T09:56:09.494068+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 108.5 | BalAfter: -279427.02 | Desc: MONEYWISE_WALLET disbursed for Requisition #afdb8d
[206] ID: fe30b2e1-9b1c-4e07-83fe-623b45a24953 | Date: 2026-05-22 | CreatedAt: 2026-05-22T12:10:00+00:00 | Type: INFLOW | Deb: 15000 | Cred: 0 | BalAfter: -264427.02 | Desc: Transfering money to moneywise for Mrs Acheta's lo
[207] ID: 7842f348-c70a-40c1-914d-a916fef04270 | Date: 2026-05-23 | CreatedAt: 2026-05-23T08:10:01.795286+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 158.5 | BalAfter: -264585.52 | Desc: MONEYWISE_WALLET disbursed for Requisition #8bb210

========================================
Account: MONEYWISE_WALLET_e8347baa-b9ba-40a2-a319-3618d5e716e0 (24 entries)
========================================
[0] ID: a306bd60-645b-4367-977c-d0c101c33d70 | Date: 2026-03-30 | CreatedAt: 2026-03-30T06:24:49.903884+00:00 | Type: INFLOW | Deb: 50 | Cred: 0 | BalAfter: -288434.16 | Desc: A deposit of K50 has been successfully deposited t
[1] ID: 5c94b4b5-fb6a-4a35-a5ab-328c796b15b0 | Date: 2026-03-30 | CreatedAt: 2026-03-30T06:34:06.905754+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 18.5 | BalAfter: -288452.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #fb7862
[2] ID: 0e13edfd-814d-4807-aad1-42cf1008e6ff | Date: 2026-03-30 | CreatedAt: 2026-03-30T07:33:32.348055+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 13.5 | BalAfter: -288466.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #cfb28c
[3] ID: 4290d064-b49d-4555-9477-cbcfd9ade469 | Date: 2026-03-30 | CreatedAt: 2026-03-30T08:20:32.520657+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 13.5 | BalAfter: -288840.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #53e8c5
[4] ID: d2663d73-2c4d-40fd-9db4-74c14656c05a | Date: 2026-03-30 | CreatedAt: 2026-03-30T10:53:43.834534+00:00 | Type: INFLOW | Deb: 10.1 | Cred: 0 | BalAfter: -288830.56 | Desc: A deposit of K10.10 has been successfully deposite
[5] ID: b2cfb00f-0eb4-4ef7-853d-28f34245544e | Date: 2026-03-30 | CreatedAt: 2026-03-30T10:53:45.942729+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 0.1 | BalAfter: -288830.66 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[6] ID: d720c3c9-0162-4d2f-aae0-7dc6367bddf2 | Date: 2026-03-30 | CreatedAt: 2026-03-30T11:36:00.769686+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 18.5 | BalAfter: -288849.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #952e67
[7] ID: 0da1871c-63c4-43fa-9bff-26ce84f0e18f | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:03:16.527023+00:00 | Type: INFLOW | Deb: 20.2 | Cred: 0 | BalAfter: -288828.96 | Desc: A deposit of K20.20 has been successfully deposite
[8] ID: 35cc7d95-b770-4f32-b908-47cf2daf31d1 | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:03:18.72903+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 0.2 | BalAfter: -288829.16 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[9] ID: 1b5135cb-7de2-4a19-818c-c3b6bc4bcdcf | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:05:22.260597+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 13.5 | BalAfter: -288842.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #b41f7e
[10] ID: f6111b4e-7920-4b5f-a9cf-c3fa97748111 | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:18:07.980113+00:00 | Type: INFLOW | Deb: 50.51 | Cred: 0 | BalAfter: -288792.15 | Desc: A deposit of K50.51 has been successfully deposite
[11] ID: 6c8a50bc-5bac-4ed5-bd9b-2d40a98483d5 | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:18:10.012567+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 0.51 | BalAfter: -288792.66 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[12] ID: 9a190459-3ba7-4abe-be89-fa3c24956f16 | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:19:30.568095+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 13.5 | BalAfter: -288806.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #d42df2
[13] ID: cfb663ca-3703-4b1b-be1b-ea39f206a162 | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:30:26.482125+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 13.5 | BalAfter: -288819.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #a6c0b1
[14] ID: c932e4e8-d36a-44a8-a4ca-859f202a0ef8 | Date: 2026-03-30 | CreatedAt: 2026-03-30T12:35:24.77452+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 18.5 | BalAfter: -288838.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #423cf6
[15] ID: 53444f7f-2eb2-47ba-bd09-79a15eda9b8a | Date: 2026-03-30 | CreatedAt: 2026-03-30T16:52:13.522966+00:00 | Type: INFLOW | Deb: 50.51 | Cred: 0 | BalAfter: -288787.65 | Desc: A deposit of K50.51 has been successfully deposite
[16] ID: c707f1b9-3319-4e0a-b67a-2b5cfd63c2f8 | Date: 2026-03-30 | CreatedAt: 2026-03-30T16:52:14.495703+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 0.51 | BalAfter: -288788.16 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
[17] ID: 47f908c4-a9ee-4740-97f6-980fb6bd1f09 | Date: 2026-03-30 | CreatedAt: 2026-03-30T16:55:47.461032+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 28.5 | BalAfter: -288816.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #e63671
[18] ID: 477cabc8-1468-4dbf-8fb2-7148fd7d736a | Date: 2026-04-14 | CreatedAt: 2026-04-14T14:00:44.309914+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 338.5 | BalAfter: -283159.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #ea432d
[19] ID: 3317f9e3-f9ad-4e58-9194-9a37b0d97416 | Date: 2026-04-18 | CreatedAt: 2026-04-18T09:09:17.767964+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 338.5 | BalAfter: -291327.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #b54714
[20] ID: 8825b392-fd1b-449e-aac9-0e7c2b41c669 | Date: 2026-04-20 | CreatedAt: 2026-04-20T12:47:23.077087+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 348.5 | BalAfter: -291838.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #275cbc
[21] ID: 574e5658-ef2c-4bf1-9d73-22794689034f | Date: 2026-04-21 | CreatedAt: 2026-04-21T07:22:50.001534+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2058.5 | BalAfter: -293896.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #0353cf
[22] ID: f7e9f6aa-c102-4dfc-8662-9177112d34d1 | Date: 2026-04-23 | CreatedAt: 2026-04-23T09:48:02.41076+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 28.5 | BalAfter: -293925.16 | Desc: MONEYWISE_WALLET disbursed for Requisition #0dffb1
[23] ID: 96a961fc-feae-49c3-8d82-b3b6dc10d776 | Date: 2026-04-23 | CreatedAt: 2026-04-23T09:52:59.555072+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 28.5 | BalAfter: -293953.66 | Desc: MONEYWISE_WALLET disbursed for Requisition #82868c

========================================
Account: AIRTEL_e8347baa-b9ba-40a2-a319-3618d5e716e0 (2 entries)
========================================
[0] ID: c83f7ba8-979a-4ff7-b8c0-5075d4f0a476 | Date: 2026-04-24 | CreatedAt: 2026-04-24T11:55:54.195239+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 28.5 | BalAfter: -293520.66 | Desc: AIRTEL disbursed for Requisition #d5da6fdc
[1] ID: 0acecc10-a1ca-4bdb-ae1b-b6fb3a693154 | Date: 2026-04-24 | CreatedAt: 2026-04-24T12:08:58.239947+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 28.5 | BalAfter: -293549.16 | Desc: AIRTEL disbursed for Requisition #ec385769
